Id da RUN,Score,Deliveres,steps,seed,status
953,-29,6,173,953,completed
954,-107,6,211,954,completed
955,-150,6,212,955,completed
956,78,6,144,956,completed
957,104,6,158,957,completed
958,140,6,136,958,completed
959,-167,6,223,959,completed
960,76,6,178,960,completed
961,118,6,143,961,completed
962,-43,6,200,962,completed
963,101,6,150,963,completed
964,-13,6,186,964,completed
965,164,6,136,965,completed
966,43,6,151,966,completed
967,72,6,139,967,completed
968,-14,6,179,968,completed
969,-139,6,225,969,completed
970,23,6,154,970,completed
971,-30,6,195,971,completed
972,29,6,153,972,completed
973,-206,6,252,973,completed
974,66,6,137,974,completed
975,127,6,129,975,completed
976,-13,6,171,976,completed
977,52,6,168,977,completed
978,152,6,112,978,completed
979,-94,6,191,979,completed
980,-118,6,223,980,completed
981,60,6,154,981,completed
982,-355,6,242,982,completed
983,84,6,157,983,completed
984,-81,6,208,984,completed
985,96,6,149,985,completed
986,-137,6,212,986,completed
987,31,6,176,987,completed
988,-15,6,172,988,completed
989,81,6,137,989,completed
990,-162,6,214,990,completed
991,90,6,150,991,completed
992,-164,6,214,992,completed
993,-9,6,161,993,completed
994,-20,6,199,994,completed
995,79,6,152,995,completed
996,-12,6,161,996,completed
997,69,6,152,997,completed
998,-14,6,170,998,completed
999,-10,6,184,999,completed
1000,86,6,149,1000,completed
